Key,Text,Tooltip,English,OverrideByKey,MappedByText,MappedByPattern,Vanilla,PikaMan,PikaManShortenedKey,Source,Short Key,File
building_description_texts_short_description_hv_subtown_garrison_01,短描述,True,short_description,,短描述,,,短描述,,MappedByText,building_description_texts_short_description_hv_subtown_garrison,hv_TEXT_building.loc.tsv
building_description_texts_short_description_hv_subtown_garrison_02,短描述,True,short_description,,短描述,,,短描述,,MappedByText,building_description_texts_short_description_hv_subtown_garrison,hv_TEXT_building.loc.tsv
building_description_texts_short_description_hv_subtown_garrison_sun_jian_01,短描述,True,short_description,,短描述,,,短描述,,MappedByText,building_description_texts_short_description_hv_subtown_garrison_sun_jian,hv_TEXT_building.loc.tsv
building_description_texts_short_description_hv_subtown_garrison_sun_jian_02,短描述,True,short_description,,短描述,,,短描述,,MappedByText,building_description_texts_short_description_hv_subtown_garrison_sun_jian,hv_TEXT_building.loc.tsv
building_description_texts_short_description_hv_subtown_garrison_ytr_01,短描述,True,short_description,,短描述,,,短描述,,MappedByText,building_description_texts_short_description_hv_subtown_garrison_ytr,hv_TEXT_building.loc.tsv
building_description_texts_short_description_hv_subtown_garrison_ytr_02,短描述,True,short_description,,短描述,,,短描述,,MappedByText,building_description_texts_short_description_hv_subtown_garrison_ytr,hv_TEXT_building.loc.tsv
building_description_texts_short_description_hv_subtown_han_small_farm_01,短描述,True,short_description,,短描述,,,,,MappedByText,building_description_texts_short_description_hv_subtown_han_small_farm,hv_TEXT_building.loc.tsv
building_description_texts_short_description_hv_subtown_han_small_farm_02,短描述,True,short_description,,短描述,,,,,MappedByText,building_description_texts_short_description_hv_subtown_han_small_farm,hv_TEXT_building.loc.tsv
building_description_texts_short_description_hv_subtown_han_small_farm_03,短描述,True,short_description,,短描述,,,,,MappedByText,building_description_texts_short_description_hv_subtown_han_small_farm,hv_TEXT_building.loc.tsv
building_description_texts_short_description_hv_subtown_nanman_outpost_01,短描述,True,short_description,,短描述,,,,,MappedByText,building_description_texts_short_description_hv_subtown_nanman_outpost,hv_TEXT_building.loc.tsv
building_description_texts_short_description_hv_subtown_nanman_shikar_01,短描述,True,short_description,,短描述,,,,,MappedByText,building_description_texts_short_description_hv_subtown_nanman_shikar,hv_TEXT_building.loc.tsv
building_levels_settlement_ui_displays_tooltip_hv_settlement_panel_display_qiang,羌人部落序列,True,Qiang Tribe,,,,,羌人部落,,Procrastinator,building_levels_settlement_ui_displays_tooltip_hv_settlement_panel_display,hv_TEXT_building.loc.tsv
building_levels_settlement_ui_displays_tooltip_hv_settlement_panel_display_shanyue,山越部落序列,True,Shanyue Tribe,,,,,山越部落,,Procrastinator,building_levels_settlement_ui_displays_tooltip_hv_settlement_panel_display,hv_TEXT_building.loc.tsv
building_levels_settlement_ui_displays_tooltip_hv_settlement_panel_display_subtown,附加建筑,True,Attached Building,,,,,附加建筑,,Procrastinator,building_levels_settlement_ui_displays_tooltip_hv_settlement_panel_display,hv_TEXT_building.loc.tsv
building_levels_settlement_ui_displays_tooltip_hv_settlement_panel_display_wuhuan,东胡部落序列,True,Wuhuan Tribe,,,,,乌桓部落,,Procrastinator,building_levels_settlement_ui_displays_tooltip_hv_settlement_panel_display,hv_TEXT_building.loc.tsv
building_levels_settlement_ui_displays_tooltip_hv_settlement_panel_display_xiongnu,匈奴部落序列,True,Xiongnu Tribe,,,,,匈奴部落,,Procrastinator,building_levels_settlement_ui_displays_tooltip_hv_settlement_panel_display,hv_TEXT_building.loc.tsv
building_short_description_texts_short_description_hv_subtown_qiang_01,短描述,True,qiang_01_short_description,,,,,短描述,,Procrastinator,building_short_description_texts_short_description_hv_subtown_qiang,hv_TEXT_building.loc.tsv
building_short_description_texts_short_description_hv_subtown_qiang_02,短描述,True,qiang_02_short_description,,,,,短描述,,Procrastinator,building_short_description_texts_short_description_hv_subtown_qiang,hv_TEXT_building.loc.tsv
building_short_description_texts_short_description_hv_subtown_shanyue_01,「此为我祖辈所居之地，尔等无权强取豪夺！」,True,"This is our land, our home, our history. You cannot have it!",,,,「此为我祖辈所居之地，尔等无权强取豪夺！」,「此为我祖辈所居之地，尔等无权强取豪夺！」,,Vanilla,building_short_description_texts_short_description_hv_subtown_shanyue,hv_TEXT_building.loc.tsv
building_short_description_texts_short_description_hv_subtown_shanyue_02,山越之民虽然筑起了围墙，实际上却只想过太平日子。,True,"Although their palisade walls are an unfortunate necessity, the Shanyue seek only to live in peace.",,,,山越之民虽然筑起了围墙，实际上却只想过太平日子。,山越之民虽然筑起了围墙，实际上却只想过太平日子。,,Vanilla,building_short_description_texts_short_description_hv_subtown_shanyue,hv_TEXT_building.loc.tsv
building_short_description_texts_short_description_hv_subtown_wuhuan_01,短描述,True,wuhuan_01_short_description,,,,,短描述,,Procrastinator,building_short_description_texts_short_description_hv_subtown_wuhuan,hv_TEXT_building.loc.tsv
building_short_description_texts_short_description_hv_subtown_wuhuan_02,短描述,True,wuhuan_02_short_description,,,,,短描述,,Procrastinator,building_short_description_texts_short_description_hv_subtown_wuhuan,hv_TEXT_building.loc.tsv
building_short_description_texts_short_description_hv_subtown_xiongnu_01,短描述,True,xiongnu_01_short_description,,,,,短描述,,Procrastinator,building_short_description_texts_short_description_hv_subtown_xiongnu,hv_TEXT_building.loc.tsv
building_short_description_texts_short_description_hv_subtown_xiongnu_02,短描述,True,xiongnu_02_short_description,,,,,短描述,,Procrastinator,building_short_description_texts_short_description_hv_subtown_xiongnu,hv_TEXT_building.loc.tsv
building_short_description_texts_short_description_hv_subtown_yellow_turban_synad_01,短描述,False,short_description,,短描述,,,,,MappedByText,building_short_description_texts_short_description_hv_subtown_yellow_turban_synad,hv_TEXT_building.loc.tsv
building_short_description_texts_short_description_hv_subtown_yellow_turban_synad_02,短描述,False,short_description,,短描述,,,,,MappedByText,building_short_description_texts_short_description_hv_subtown_yellow_turban_synad,hv_TEXT_building.loc.tsv
building_short_description_texts_short_description_hv_subtown_yellow_turban_synad_03,短描述,False,short_description,,短描述,,,,,MappedByText,building_short_description_texts_short_description_hv_subtown_yellow_turban_synad,hv_TEXT_building.loc.tsv
building_ui_groups_onscreen_name_hv_ui_building_group_nanman,南蛮填地开发,False,Nanman Infill Development ,,南蛮填地开发,,,,,MappedByText,building_ui_groups_onscreen_name_hv_ui_building_group,hv_TEXT_building.loc.tsv
